Source,Target,Weight
9584,减,3
9584,速度限制,2
9584,ms2,1
宏,平均,8
宏,F1,7
宏,值为,6
宏,0955,5
宏,最大,5
宏,减,4
宏,速度限制,3
宏,ms2,2
宏,当前,1
平均,F1,8
平均,值为,7
平均,0955,6
平均,最大,4
平均,减,5
平均,速度限制,4
平均,ms2,3
平均,当前,2
平均,智能,3
平均,开展,7
平均,结果显示,5
平均,三类,6
平均,所提,4
平均,ADE,8
平均,071mFDE,7
平均,148m,6
平均,显著,5
平均,优于,5
平均,SocialLSTMSGCN,5
平均,现有,4
平均,消融,2
平均,交通流,2
平均,强度,3
平均,降低,19
平均,通行,13
平均,延迟,7
平均,整体,4
平均,效率,4
平均,方面,3
平均,均,14
平均,用户,2
平均,反馈,2
平均,应用,4
平均,价值,5
平均,数字,5
平均,终端,14
平均,服务,13
平均,耗时,7
平均,缩短,13
平均,277,5
平均,s,4
平均,成功率,4
平均,137,2
平均,配时,1
平均,D3QN,5
平均,车路,9
平均,协同,11
平均,排队,26
平均,长度,15
平均,平均,6
平均,车速,13
平均,有所,7
平均,优化,10
平均,研究成果,3
平均,漏检,4
平均,率,5
平均,3007,5
平均,误报率,6
平均,4245,8
平均,提前,13
平均,预警,7
平均,3684,4
平均,行为,4
平均,熵,3
平均,波动性,1
平均,响应,1
平均,有效,4
平均,行驶,5
平均,距离,6
平均,乘客,8
平均,169186,4
平均,延误,8
平均,适宜,6
平均,客流量,5
平均,低时,4
平均,采用,5
平均,正,4
平均,编者按,3
平均,结构,1
平均,重构,23
平均,攻击,10
平均,对抗,5
平均,集将,5
平均,预,6
平均,训练,11
平均,攻击者,16
平均,误差,31
平均,纳入,6
平均,未,4
平均,见,3
平均,隐私,5
平均,增大,3
平均,主流,4
平均,以多,7
平均,相对,6
平均,变化,5
平均,衡量,4
平均,敏感度,3
平均,集中,1
平均,深度,1
平均,学习,2
平均,预测,8
平均,4229566,6
平均,pcu,7
平均,方根,4
平均,绝对,8
平均,百分比,7
平均,418106,5
平均,最优,4
平均,6428784,3
平均,pcu657108,2
F1,值为,8
F1,0955,7
F1,最大,5
F1,减,4
F1,速度限制,5
F1,ms2,4
F1,当前,3
F1,智能,2
值为,0955,8
值为,最大,6
值为,减,5
值为,速度限制,4
值为,ms2,5
值为,当前,4
值为,智能,3
值为,领域,1
0955,最大,7
0955,减,6
0955,速度限制,5
0955,ms2,4
0955,当前,5
0955,智能,4
0955,领域,2
0955,模态,1
最大,减,8
最大,速度限制,7
最大,ms2,6
最大,当前,5
最大,智能,4
最大,领域,4
最大,模态,3
最大,技术,1
减,速度限制,8
减,ms2,7
减,当前,6
减,智能,5
减,领域,5
减,模态,4
减,技术,2
减,人才,1
速度限制,ms2,8
速度限制,当前,7
速度限制,智能,6
速度限制,领域,4
速度限制,模态,5
速度限制,技术,3
速度限制,人才,2
速度限制,需求,1
ms2,当前,8
ms2,智能,7
ms2,领域,5
ms2,模态,4
ms2,技术,4
ms2,人才,3
ms2,需求,2
ms2,较大,1
当前,智能,31
当前,领域,12
当前,模态,5
当前,技术,6
当前,人才,4
当前,需求,6
当前,较大,2
当前,校企,1
当前,巡检,2
当前,核心,3
当前,应用,15
当前,效能,5
当前,进一步,9
当前,凝练,8
当前,现状,4
当前,研究,27
当前,局限性,7
当前,指出,14
当前,任务,5
当前,定义,4
当前,评测,5
当前,偏离,3
当前,覆盖,1
当前,城市,4
当前,高效,4
当前,通行,5
当前,交通系统,6
当前,重要,12
当前,课题,8
当前,成为,12
当前,聚焦,7
当前,信号灯,6
当前,单,4
当前,交叉路口,6
当前,调度,4
当前,难以,10
当前,满足,2
当前,关系,1
当前,行车,2
当前,安全,9
当前,故对,4
当前,关键部件,5
当前,准确,5
当前,尤为,7
当前,关键,8
当前,状态,4
当前,目视,8
当前,检修,7
当前,方式,6
当前,效率,5
当前,低且,4
当前,一致性,5
当前,差,4
当前,现有,6
当前,系统性,1
当前,凸显,3
当前,行为,5
当前,亟待,5
当前,深化,4
当前,方向,4
当前,三维,2
当前,管片,2
当前,生产,3
当前,拼装,4
当前,现状及,5
当前,成效,7
当前,存在,8
当前,应对,6
当前,显示,5
当前,建造,3
当前,传统模式,1
当前,实践,1
当前,交通拥堵,3
当前,高碳,4
当前,排放,5
当前,制约,5
当前,社会,6
当前,绿色,7
当前,发展,8
当前,会,4
当前,治理,7
当前,手段,6
当前,适配,4
当前,突破,1
智能,领域,37
智能,模态,19
智能,技术,149
智能,人才,17
智能,需求,8
智能,较大,3
智能,校企,7
智能,协同,15
智能,共建,1
智能,实训,2
智能,基地,3
智能,产学研,4
智能,合作,9
智能,研究法,5
智能,解析,8
智能,高校,7
智能,一家,8
智能,案例,12
智能,企业,17
智能,达成,5
智能,共同,10
智能,开展,4
智能,课程,2
智能,教学,3
智能,过程,4
智能,给出,13
智能,教学模式,7
智能,培养,8
智能,情况,6
智能,反馈,5
智能,评价,4
智能,实践,23
智能,表明,4
智能,模式,11
智能,有效,11
智能,学生,3
智能,技能,6
智能,素质,4
智能,就业,5
智能,为物,5
智能,联网,20
智能,赋能,8
智能,竞争力,4
智能,人才培养,6
智能,提供,56
智能,推广,4
智能,范式,4
智能,研究,56
智能,有助于,2
智能,推动,9
智能,增益,1
智能,可视化,2
智能,分析,44
智能,进一步,12
智能,遮挡,5
智能,极端,6
智能,条件,7
智能,鲁棒性,8
智能,逆光,4
智能,交通系统,92
智能,高效,17
智能,可靠,10
智能,解决方案,4
智能,机械,12
智能,臂,4
智能,精准,3
智能,伸缩,2
智能,高清,4
智能,台,1
智能,凌晨,2
智能,济南,3
智能,轨道交通,8
智能,号线,5
智能,庄,5
智能,车辆段,6
智能,一台,7
智能,白色,8
智能,王府,4
智能,巡检,12
智能,机器人,15
智能,正,29
智能,轨道,5
智能,自主,4
智能,行进,5
智能,电,4
智能,客车,3
智能,做,2
智能,全身,1
智能,治理,8
智能,格局,2
智能,产生,5
智能,驱动,49
智能,影响,7
智能,转型,12
智能,哲学,4
智能,社会科学,5
智能,面对,3
智能,明显,1
智能,理论,18
智能,失语,3
智能,脱节,9
智能,既有,5
智能,框架,7
智能,解释,8
智能,难以,4
智能,多元,6
智能,主体,5
智能,互动关系,4
智能,无法,5
智能,应用,110
智能,伦理,1
智能,维度,2
智能,新,2
智能,路径,27
智能,系统性,11
智能,体系,35
智能,这一,6
智能,回应,8
智能,发展,41
智能,落地,10
智能,人机,2
智能,价值,8
智能,车速,1
智能,引导,2
智能,驰,4
智能,工况,5
智能,前,5
智能,车,15
智能,Intelligent,13
智能,Driver,5
智能,ModelIDM,4
智能,安全,46
智能,边界,4
智能,预测,19
智能,复杂,4
智能,运动,5
智能,趋势,6
智能,行人,4
智能,应急,14
智能,响应,5
智能,预判,5
智能,支撑,7
智能,非机动车,1
智能,可行,7
智能,方案,3
智能,无人机,17
智能,UAV,5
智能,机动性,5
智能,俯视,6
智能,视角,7
智能,成为,39
智能,三维,7
智能,ITS,11
智能,地面,6
智能,关键,5
智能,补充,5
智能,航拍,9
智能,图像,3
智能,存在,12
智能,畸变,1
智能,环境,11
智能,域,3
智能,偏移,4
智能,带来,6
智能,聚焦,13
智能,高精度,8
智能,梳理,26
智能,演进,1
智能,交通流量,6
智能,监测,4
智能,管理,52
智能,主动,5
智能,防控,6
智能,违法,8
智能,交通安全,4
智能,执法,7
智能,基础设施,35
智能,核心,45
智能,现状,6
智能,效能,1
智能,背景,18
智能,下以,2
智能,定位,9
智能,优化,22
智能,GPS,7
智能,监控,15
智能,智能,28
智能,突破,11
智能,货运,13
智能,瓶颈,4
智能,物流,4
智能,运输,21
智能,驱动力,6
智能,本文,40
智能,阐述,35
智能,经济效益,9
智能,合理,6
智能,分配,5
智能,资源,12
智能,降低成本,4
智能,消耗,3
智能,工作效率,1
智能,行业,2
智能,实现,24
智能,提质,4
智能,增效,5
智能,参考,19
智能,思路,1
智能,报告会,1
智能,设置,2
智能,AI,4
智能,原生,14
智能,关键技术,15
智能,创新,16
智能,具身,13
智能,新一代,13
智能,盾构,13
智能,掘进,13
智能,议题,11
智能,三个,2
智能,通行,19
智能,城市,10
智能,重要,20
智能,课题,6
智能,信号灯,4
智能,单,2
智能,交叉路口,1
智能,联动,1
智能,实际,9
智能,V2I,6
智能,通信,7
智能,调度,29
智能,适用,5
智能,路口,9
智能,目视,3
智能,检修,12
智能,方式,5
智能,低且,5
智能,一致性,10
智能,差,7
智能,现有,12
智能,效率,30
智能,人机交互,4
智能,不便,4
智能,上述,11
智能,计算,13
智能,边缘,9
智能,辅助,7
智能,RK3588,4
智能,芯片,5
智能,具有,3
智能,认知,1
智能,确认,1
智能,度为,2
智能,更新,8
智能,信誉,13
智能,聚合,7
智能,更,4
智能,合约,8
智能,部署,13
智能,信令,5
智能,博弈,4
智能,奖惩,5
智能,税收,4
智能,用于,2
智能,维持,1
智能,避免,1
智能,贬值,4
智能,保障,11
智能,城市交通,32
智能,服务,17
智能,终端,14
智能,数字,5
智能,采集,4
智能,局限,10
智能,用户,7
智能,体验,10
智能,高质量,7
智能,延时,4
智能,巡航,1
智能,滞后,7
智能,失衡,4
智能,车路,7
智能,站,9
智能,一体化,11
智能,文章,19
智能,图,11
智能,神经网络,13
智能,体,11
智能,学习,7
智能,多源,9
智能,实用性,1
智能,性,3
智能,01,5
智能,拥堵,7
智能,困住,8
智能,早,7
智能,高峰,6
智能,红绿灯,4
智能,配时,5
智能,僵化,5
智能,导航,5
智能,路况,8
智能,乱象,6
智能,症结,8
智能,类,4
智能,数据处理,7
智能,不足,9
智能,管控,4
智能,依赖,3
智能,路侧,2
智能,设备,1
智能,指令,1
智能,实时,2
智能,破解,5
智能,之道,6
智能,云,7
智能,计算技术,4
智能,增设,7
智能,分布式,6
智能,小脑,5
智能,就近,5
智能,处理,14
智能,解决,12
智能,延迟,2
智能,实施,1
智能,持续,2
智能,数字化,4
智能,升级,15
智能,行为,16
智能,相关,3
智能,不确定性,2
智能,演化,4
智能,动态性,5
智能,凸显,18
智能,亟待,6
智能,深化,5
智能,方向,5
智能,面临,2
智能,污染,5
智能,应对,11
智能,严峻,4
智能,Transportation,6
智能,System,5
智能,应运而生,5
智能,路网,7
智能,专业知识,2
智能,度,5
智能,痛点,15
智能,适配,4
智能,工程,22
智能,专业,13
智能,通专,5
智能,课程体系,5
智能,重构,4
智能,数理,4
智能,通识,4
智能,底座,5
智能,运营,5
智能,主干,8
智能,筑牢,4
智能,耦合,7
智能,纽带,6
智能,形成,5
智能,涵盖,4
智能,传输,4
智能,全,9
智能,信息化,1
智能,组织,4
智能,施工,5
智能,运用,9
智能,协调,4
智能,交通管理,12
智能,想法,3
智能,研究成果,2
智能,道路,3
智能,改扩建,3
智能,整体效益,5
智能,重大,5
智能,准确,6
智能,交通流,20
智能,意义,4
智能,任务,6
智能,能为,5
智能,部门,5
智能,支持,5
智能,面向,12
智能,无人驾驶,6
智能,交通标志,8
智能,一个,4
智能,选取,6
智能,TT100k,5
智能,训练,9
智能,集,12
智能,标志,1
智能,乘客,1
智能,延误,3
智能,适宜,5
智能,低时,5
智能,采用,6
智能,编者按,8
智能,客流量,4
智能,预警,46
智能,延寿,23
智能,增韧,19
智能,智能化,3
智能,作用,2
智能,近年来,2
智能,广大,3
智能,科技,4
智能,工作者,5
智能,灾害,18
智能,方面,9
智能,深入研究,2
智能,取得,2
智能,丰硕成果,2
智能,积极响应,3
智能,国家,4
智能,战略,5
智能,促进,6
智能,强国,4
智能,先进,5
智能,科研成果,4
智能,快速,3
智能,交流,2
智能,中南大学,1
智能,理工大学,1
智能,交通运输,3
智能,工程学院,7
智能,土木,4
智能,策划,6
智能,专刊,4
智能,出行,4
智能,热,3
智能,力图,2
智能,空间,1
智能,隧道,4
智能,管片,11
智能,对象,6
智能,探讨,14
智能,全过程,8
智能,衬砌,4
智能,建造,24
智能,文献,6
智能,综述,6
智能,定量,8
智能,定性,6
智能,分析方法,6
智能,生产,5
智能,拼装,4
智能,现状及,3
智能,成效,8
智能,指出,3
智能,显示,8
智能,传统模式,6
智能,具备,5
智能,显著,5
智能,优势,15
智能,综合,6
智能,效益,2
智能,测绘,2
智能,地理,2
智能,信息技术,3
智能,动态化,5
智能,城市规划,7
智能,立体化,4
智能,建设,7
智能,展现出,5
智能,强大,4
智能,深刻影响,2
智能,管理模式,12
智能,研判,6
智能,指挥,5
智能,一体,3
智能,人工智能,2
智能,早期,4
智能,处置,6
智能,流程,14
智能,文中,12
智能,重点,12
智能,预案,10
智能,照明,11
智能,需求预测,4
智能,分,5
智能,区分,6
智能,时分,7
智能,状态,8
智能,兼顾,5
智能,节能降耗,4
智能,视觉,5
智能,舒适,4
智能,运行,7
智能,工程化,7
智能,表现,11
智能,出,6
智能,优异,7
智能,稳定性,8
智能,均,4
智能,城市化,8
智能,进程,8
智能,不断,4
智能,加快,5
智能,日趋严重,6
智能,汽车,37
智能,交通拥堵,13
智能,引起,6
智能,高度重视,5
智能,现代科技,5
智能,探索,7
智能,要点,11
智能,措施,18
智能,核心技术,16
智能,基础,22
智能,推广应用,7
智能,详细,14
智能,一套,7
智能,空中,7
智能,交通管制,8
智能,交接班,9
智能,管理系统,7
智能,旨在,16
智能,纸质,4
智能,简单,3
智能,电子化,2
智能,分层,1
智能,架构设计,2
智能,异构,8
智能,自然语言,6
智能,SQL,16
智能,引擎,12
智能,图形化,9
智能,界面,9
智能,身份,2
智能,认证,1
智能,操作,1
智能,表单,4
智能,编辑器,5
智能,语言,6
智能,T5,8
智能,预,4
智能,应用层,5
智能,流程化,5
智能,功能,5
智能,传感器,16
智能,正多,4
智能,保障系统,5
智能,可靠性,5
智能,整合,4
智能,构成,11
智能,具体,7
智能,引言,4
智能,加速,4
智能,机动车,4
智能,保有量,5
智能,日益,7
智能,激增,4
智能,摆脱,6
智能,困境,4
智能,仅,3
智能,需,2
智能,名,1
智能,异常,1
智能,复核,2
智能,工单,3
智能,派发,4
智能,及全,5
智能,运维,7
智能,整体,6
智能,50,5
智能,未来,4
智能,设想,3
智能,温州,5
智能,论坛,2
智能,园,4
智能,博园,5
智能,举行,5
智能,现场,6
智能,围绕,13
智能,国际会议中心,4
智能,工程技术,28
智能,展开,19
智能,市中心,3
智能,城区,3
智能,跨江,3
智能,大桥,4
智能,点明,5
智能,概况,4
智能,紧迫性,5
智能,五大,7
智能,评估,8
智能,桥梁,6
智能,助力,4
智能,绿色,6
智能,城市道路,6
智能,精细化,2
智能,收费站,8
智能,高速公路,4
智能,收费,16
智能,型,8
智能,ETC,5
智能,门架,4
智能,摄像头,2
智能,地磁,1
领域,模态,13
领域,技术,43
领域,人才,5
领域,需求,5
领域,较大,5
领域,校企,4
领域,协同,3
领域,教学模式,2
领域,显著,1
领域,基地,1
领域,产学研,2
领域,合作,9
领域,案例,4
领域,研究法,5
领域,高校,5
领域,一家,6
领域,解析,4
领域,企业,8
领域,达成,7
领域,共同,5
领域,开展,4
领域,课程,2
领域,教学,1
领域,技能,1
领域,素质,2
领域,就业,3
领域,竞争力,4
领域,为物,5
领域,赋能,6
领域,联网,8
领域,人才培养,8
领域,提供,10
领域,推广,6
领域,实践,5
领域,范式,4
领域,研究,19
领域,有助于,4
领域,推动,16
领域,相关,2
领域,专业,1
领域,要素,1
领域,革新,2
领域,运行,4
领域,治理,7
领域,格局,7
领域,重塑,4
领域,产生,8
领域,影响,7
领域,交通系统,5
领域,机械,4
领域,驱动,10
领域,转型,9
领域,行为,4
领域,安全,5
领域,成为,18
领域,亟待,8
领域,深化,7
领域,重要,6
领域,方向,9
领域,现有,4
领域,三维,5
领域,依赖,1
领域,交通流量,10
领域,预测,5
领域,ITS,4
领域,决策控制,5
领域,方面,5
领域,有力,6
领域,支撑,14
领域,服务,4
领域,热点,7
领域,背景,6
领域,本文,5
领域,分析,4
领域,路网,5
领域,科学,6
领域,人工智能,10
领域,航空,3
领域,宇航,4
领域,交叉,5
领域,演进,6
领域,历程,7
领域,梳理,8
领域,制度,6
领域,创新,5
领域,应用,17
领域,关键,9
领域,成果,2
领域,孪生,1
领域,车路,3
领域,云,4
领域,一体化,5
领域,归纳,8
领域,瓶颈,7
领域,发展,11
领域,诉求,5
领域,展望,4
领域,未来,5
领域,跨域,4
领域,耦合,3
领域,精准,2
领域,强国,1
领域,战略,2
领域,促进,3
领域,基础设施,5
领域,预警,6
领域,延寿,7
领域,增韧,8
领域,先进,8
领域,科研成果,7
领域,快速,6
领域,交流,5
领域,中南大学,4
领域,学报,5
领域,自然科学,4
领域,版,3
领域,编辑部,2
领域,联合,1
领域,碳,3
领域,减排,3
领域,技术支持,4
领域,破解,5
领域,难题,6
领域,城市交通,12
领域,绿色,8
领域,城市,4
领域,优化,4
领域,近年来,2
领域,多源,3
领域,物,5
领域,通信,5
领域,数据分析,6
领域,轨道交通,8
领域,得到,8
领域,照明,6
领域,经验,4
领域,式,5
领域,调控,1
模态,技术,19
模态,人才,6
模态,需求,5
模态,较大,4
模态,校企,12
模态,协同,9
模态,教学模式,5
模态,显著,4
模态,推动,4
模态,技能,4
模态,人才培养,5
模态,文章,5
模态,现阶段,6
模态,研究,7
模态,现状,8
模态,效能,4
模态,特点,5
模态,出发,4
模态,阐述,5
模态,必要性,2
模态,三种,1
模态,高校,1
模态,一家,2
模态,达成,5
模态,合作,6
模态,共同,7
模态,开展,8
模态,企业,8
模态,课程,6
模态,教学,5
模态,过程,4
模态,给出,5
模态,差异,1
模态,遮挡,2
模态,导致,3
模态,下降,5
模态,轻量级,8
模态,框架,13
模态,MMASTFL,6
模态,核心,5
模态,创新,4
模态,体现,5
模态,三重,4
模态,一是,1
模态,时序,5
模态,关键帧,2
模态,精准,3
模态,刻画,4
模态,变道,5
模态,行为,6
模态,三是,7
模态,转弯,4
模态,交叉,8
模态,实现,11
模态,视觉,5
模态,引导,3
模态,深度,2
模态,聚合,1
模态,解析,1
模态,网络结构,6
模态,优化,3
模态,训练,4
模态,轻量化,5
模态,部署,6
模态,RGB,10
模态,红外,8
模态,关键技术,7
模态,全面,6
模态,总结,5
模态,无人机,4
模态,交通流量,3
模态,监测,2
模态,管理,1
模态,存在,1
模态,人机交互,2
模态,不便,3
模态,上述,4
模态,边缘,6
模态,计算,7
模态,驱动,12
模态,检修,6
模态,辅助,5
模态,RK3588,4
模态,芯片,3
模态,具有,1
模态,点云,1
模态,鲁棒,2
模态,三维,5
模态,框在,5
模态,此基础,6
模态,知识,8
模态,蒸馏,7
模态,教师,4
模态,学生,5
模态,图像,2
模态,域,1
模态,处理,1
模态,SQL,4
模态,图形化,6
模态,界面,8
模态,引擎,4
模态,身份,8
模态,认证,7
模态,高效,4
模态,规范,5
模态,可追溯,4
模态,管制,3
模态,席位,2
模态,交接,1
技术,人才,8
技术,需求,10
技术,较大,6
技术,校企,10
技术,协同,26
技术,教学模式,5
技术,显著,17
技术,推动,3
技术,技能,8
技术,人才培养,7
技术,效能,3
技术,文章,14
技术,现阶段,5
技术,现状,17
技术,研究,61
技术,特点,8
技术,出发,7
技术,阐述,17
技术,必要性,5
技术,三种,4
技术,主要,3
技术,模式,4
技术,订单式,1
技术,有效,5
技术,学生,4
技术,就业,5
技术,竞争力,6
技术,为物,7
技术,联网,20
技术,素质,4
技术,赋能,8
技术,提供,75
技术,推广,4
技术,实践,20
技术,范式,7
技术,集中,1
技术,亮相,2
技术,同台,3
技术,展示,13
技术,人工智能,50
技术,数字,26
技术,孪生,10
技术,新一代,7
技术,行业,21
技术,深度,24
技术,创新,23
技术,丰硕成果,8
技术,全景,3
技术,呈现,2
技术,勾勒,1
技术,出,2
技术,智慧,2
技术,未来,18
技术,发展,49
技术,图景,5
技术,放眼,6
技术,华夏,7
技术,崭新,4
技术,重构,19
技术,交通系统,28
技术,构成,6
技术,要素,10
技术,革新,4
技术,运行,8
技术,重塑,2
技术,理论,20
技术,框架,17
技术,解释,3
技术,多元,5
技术,主体,6
技术,互动关系,7
技术,无法,8
技术,应用,70
技术,伦理,11
技术,治理,13
技术,困境,5
技术,解决方案,2
技术,根源,1
技术,实现,45
技术,边缘,4
技术,辅助,11
技术,中心,5
技术,转型,18
技术,需,7
技术,引领,4
技术,化为,8
技术,学科,7
技术,建构,6
技术,围绕,4
技术,新,12
技术,维度,8
技术,路径,39
技术,体系,14
技术,这一,2
技术,回应,4
技术,落地,8
技术,人机,6
技术,价值,9
技术,相适应,4
技术,规范,10
技术,指引,4
技术,助力,1
技术,预测,80
技术,响应,5
技术,预判,7
技术,应急,12
技术,支撑,42
技术,非机动车,7
技术,细粒度,6
技术,面临,19
技术,层次化,5
技术,关联,3
技术,难,2
技术,缺乏,1
技术,带来,1
技术,聚焦,7
技术,无人机,5
技术,航拍,6
技术,梳理,23
技术,演进,11
技术,脉络,5
技术,剖析,4
技术,核心技术,7
技术,总结,9
技术,成果,4
技术,GPS,1
技术,定位,2
技术,优化,15
技术,监控,9
技术,核心,14
技术,正,19
技术,突破,7
技术,货运,9
技术,瓶颈,17
技术,成为,27
技术,物流,4
技术,运输,10
技术,经济效益,11
技术,本文,14
技术,驱动力,4
技术,合理,13
技术,分配,7
技术,资源,9
技术,降低成本,4
技术,消耗,5
技术,工作效率,3
技术,方面,24
技术,企业,5
技术,提质,6
技术,增效,5
技术,参考,26
技术,思路,3
技术,大会,4
技术,三个,5
技术,全面,5
技术,数智,8
技术,底层,8
技术,载体,5
技术,语言,5
技术,大模,6
技术,车路,18
技术,加快,15
技术,部署,18
技术,背景,42
技术,城市,31
技术,可为,1
技术,调度,11
技术,基础,31
技术,轨道交通,22
技术,日常,5
技术,检修,4
技术,直接,5
技术,关系,4
技术,行车,3
技术,安全,25
技术,故对,1
技术,车,1
技术,城市交通,10
技术,服务,16
技术,终端,7
技术,采集,7
技术,解析,5
技术,效果,4
技术,反馈,3
技术,业务流程,1
技术,608333,2
技术,195,3
技术,具备,11
技术,工程,10
技术,性,10
技术,01,8
技术,实用性,4
技术,拥堵,6
技术,困住,5
技术,早,4
技术,高峰,3
技术,路口,2
技术,红绿灯,1
技术,Intelligent,3
技术,Transportation,4
技术,System,5
技术,应运而生,5
技术,路网,49
技术,交通流量,58
技术,ITS,12
技术,决策控制,7
技术,有力,4
技术,热点,5
技术,分析,22
技术,意义,10
技术,揭示,10
技术,技术,20
技术,诸多,12
技术,介绍,14
技术,上将,12
技术,学习,10
技术,划分,10
技术,循环,8
技术,神经网络,11
技术,Transformer,4
技术,图,6
技术,方向,17
技术,后续,8
技术,启发,10
技术,整合,9
技术,驱动,11
技术,交通运输,11
技术,智能化,19
技术,网联,4
技术,化,3
技术,课程体系,2
技术,教学,4
技术,产教,5
技术,结构性,6
技术,矛盾,7
技术,制度,13
技术,三维,5
技术,变革,4
技术,表明,1
技术,数理,1
技术,通识,3
技术,底座,4
技术,筑牢,5
技术,管理,19
技术,专业,6
技术,主干,7
技术,运营,9
技术,耦合,17
技术,纽带,7
技术,形成,6
技术,涵盖,5
技术,传输,5
技术,处理,13
技术,全,2
技术,链条,1
技术,社会公众,1
技术,利益,2
技术,相关,3
技术,方要,4
技术,互相,5
技术,配合,5
技术,探讨,19
技术,信息化,12
技术,沟通,4
技术,组织,7
技术,施工,10
技术,协调,5
技术,运用,4
技术,给出,3
技术,交通管理,1
技术,航空,2
技术,宇航,3
技术,科学,4
技术,历程,6
技术,交叉,4
技术,关键,27
技术,跨域,6
技术,云,10
技术,一体化,12
技术,归纳,12
技术,诉求,8
技术,展望,6
技术,精准,3
技术,水平,8
技术,事故率,5
技术,居高不下,6
技术,节点,4
技术,客流量,1
技术,低时,2
技术,采用,4
技术,编者按,5
技术,预警,12
技术,延寿,14
技术,增韧,16
技术,基础设施,14
技术,升级,11
技术,数字化,5
技术,建设,12
技术,安全可靠,2
技术,耐久,1
技术,灾害,2
技术,深入研究,6
技术,取得,5
技术,积极响应,5
技术,国家,4
技术,强国,2
技术,战略,1
技术,因果,7
技术,推理方法,8
技术,考虑,4
技术,优势,24
技术,旨在,12
技术,解决,19
技术,复杂,5
技术,快速,4
技术,建造,28
技术,隧道,13
技术,趋势,4
技术,管片,17
技术,衬砌,4
技术,全过程,6
技术,对象,4
技术,文献,7
技术,综述,6
技术,案例,9
技术,定量,8
技术,定性,8
技术,分析方法,6
技术,生产,7
技术,拼装,6
技术,现状及,5
技术,成效,3
技术,指出,2
技术,应对,1
技术,显示,4
技术,传统模式,6
技术,综合,7
技术,效益,6
技术,质量,3
技术,进度,2
技术,更高,3
技术,要求,4
技术,测绘,10
技术,信息技术,5
技术,高精度,6
技术,动态化,7
技术,立体化,8
技术,地理,4
技术,城市规划,7
技术,展现出,3
技术,强大,2
技术,获取,4
技术,信息系统,5
技术,研判,6
技术,支持,3
技术,指挥,4
技术,一体,4
技术,综合利用,6
技术,多源,10
技术,公共安全,3
技术,地理信息系统,1
技术,预案,3
技术,多项,4
技术,功能,11
技术,运维,6
技术,韧性,4
技术,交通拥堵,28
技术,高碳,4
技术,排放,5
技术,会,4
技术,制约,3
技术,社会,2
技术,绿色,1
技术,实时,1
技术,调整,2
技术,近年来,4
技术,物,5
技术,通信,7
技术,数据分析,8
技术,得到,6
技术,照明,4
技术,经验,4
技术,式,3
技术,状态,9
技术,三大,6
技术,关键环节,7
技术,时延,6
技术,一致性,2
技术,优异,2
技术,稳定性,3
技术,工程化,5
技术,可行,8
技术,城市化,13
技术,进程,12
技术,不断,7
技术,日趋严重,10
技术,汽车,29
技术,引起,15
技术,高度重视,15
技术,重要,23
技术,现代科技,8
技术,表现,5
技术,探索,5
技术,要点,8
技术,措施,11
技术,推广应用,8
技术,详细,4
技术,一套,4
技术,面向,3
技术,空中,2
技术,交通管制,1
技术,SQL,1
技术,引擎,3
技术,图形化,7
技术,界面,9
技术,身份,7
技术,认证,8
技术,高效,7
技术,可追溯,5
技术,管制,4
技术,席位,5
技术,交接,4
技术,流程,3
技术,流程化,5
技术,正多,6
技术,传感器,7
技术,保障系统,5
技术,可靠性,3
技术,异构,1
技术,具体,2
技术,引言,7
技术,加速,4
技术,机动车,5
技术,保有量,4
技术,激增,3
技术,层,6
技术,应用层,5
技术,架构设计,6
技术,明确,6
技术,层级,7
技术,功能定位,8
技术,五层,4
技术,山西省,6
技术,交通流,9
技术,管控,6
技术,方案,7
技术,非线性,5
技术,时空,4
技术,降噪,3
人才,需求,8
人才,较大,7
人才,校企,11
人才,协同,17
人才,教学模式,9
人才,显著,5
人才,推动,4
人才,技能,4
人才,人才培养,2
人才,效能,1
人才,教学,1
人才,过程,2
人才,给出,3
人才,企业,4
人才,培养,6
人才,情况,8
人才,反馈,7
人才,评价,11
人才,实践,5
人才,表明,4
人才,模式,5
人才,有效,4
人才,学生,2
人才,重构,1
人才,虚实,2
人才,实训,4
人才,生态建设,5
人才,完善,7
人才,实现,8
人才,专业,10
人才,素养,7
人才,创新能力,6
人才,改革,5
人才,需,4
人才,政策,2
人才,牵引,1
人才,理念,1
人才,工程,5
人才,教育,3
人才,认证,4
人才,标准,5
人才,专业知识,6
人才,不足,8
人才,适配,8
人才,度,7
人才,痛点,5
人才,运输,4
人才,通专,1
需求,较大,8
需求,校企,7
需求,协同,21
需求,教学模式,5
需求,显著,5
需求,推动,5
需求,技能,4
需求,人才培养,3
需求,效能,2
需求,文章,1
需求,优于,2
需求,单一,3
需求,地面,4
需求,模式,5
需求,效率,5
需求,效益,7
需求,疏散,12
需求,增大,8
需求,呈,7
需求,凹,6
需求,增长,5
需求,趋势,4
需求,趋于稳定,5
需求,存在,4
需求,一个,3
需求,最优,1
需求,单,2
需求,交叉路口,8
需求,调度,6
需求,难以,18
需求,联动,6
需求,实际,8
需求,满足,9
需求,V2I,5
需求,通信,9
需求,通行,3
需求,解析,1
需求,服务,6
需求,效果,4
需求,反馈,5
需求,业务流程,5
需求,实现,6
需求,精准,11
需求,响应,13
需求,适配,18
